t,y_t,true_h,h_mean,true_vol,vol,ess,loglik,scenario,sigma
0,0.02035958,-4.654788,-4.822476,0.09754963,0.12814847,840.98,1.5346,Single Spike,25.0
1,0.05127940,-4.459192,-4.999394,0.10757189,0.12523639,906.98,1.2569,Single Spike,25.0
2,-0.19420250,-4.492531,-4.607265,0.10579358,0.18897399,702.43,-0.5829,Single Spike,25.0
3,0.03325175,-4.491322,-4.668797,0.10585757,0.19903366,885.46,1.3622,Single Spike,25.0
4,-0.08961873,-4.556403,-4.655216,0.10246835,0.20194812,910.55,0.7663,Single Spike,25.0
5,0.08148469,-4.513415,-4.660133,0.10469463,0.19939040,909.69,0.8585,Single Spike,25.0
6,0.04099477,-4.316946,-4.803819,0.11550138,0.24818571,899.75,1.3553,Single Spike,25.0
7,-0.15010713,-4.080271,-4.617910,0.13001111,0.22670203,773.38,-0.1018,Single Spike,25.0
8,-0.06693952,-4.024688,-4.668092,0.13367499,0.21868181,913.60,1.0428,Single Spike,25.0
9,0.00102928,-4.198010,-4.778722,0.12257831,0.19238859,341.26,1.8135,Single Spike,25.0
10,0.18610585,-3.882381,-4.500602,0.14353295,0.21669179,732.75,-0.5054,Single Spike,25.0
11,-0.00650473,-3.927949,-4.604962,0.14029966,0.23450178,563.01,1.6415,Single Spike,25.0
12,0.25920972,-3.776649,-4.120142,0.15132517,0.29141003,650.52,-1.0548,Single Spike,25.0
13,-0.11209771,-4.015993,-4.117762,0.13425742,0.28198862,898.73,0.5305,Single Spike,25.0
14,-0.13982931,-3.934174,-4.082259,0.13986367,0.28397191,869.06,0.2428,Single Spike,25.0
15,0.12779601,-4.093048,-4.153551,0.12918319,0.25658625,898.03,0.3883,Single Spike,25.0
16,-0.10412142,-3.808338,-4.167421,0.14894636,0.24017304,915.27,0.6253,Single Spike,25.0
17,-0.40040347,-3.875958,-3.483961,0.14399464,0.33810735,596.17,-1.6488,Single Spike,25.0
18,0.18532695,-3.976495,-3.507082,0.13693520,0.30228510,893.95,0.0262,Single Spike,25.0
19,-0.02827148,-4.073963,-3.666627,0.13042182,0.28767025,801.71,1.0075,Single Spike,25.0
20,-0.05765718,-4.321988,-3.835149,0.11521056,0.29102287,886.89,0.8900,Single Spike,25.0
21,0.21960008,-4.045585,-3.716833,0.13228554,0.27638513,826.73,-0.3578,Single Spike,25.0
22,0.13570203,-3.891407,-3.747967,0.14288667,0.28053671,921.13,0.3660,Single Spike,25.0
23,0.27843219,-3.818445,-3.579427,0.14819556,0.31353983,790.23,-0.7586,Single Spike,25.0
24,-0.04279395,-3.699269,-3.683921,0.15729468,0.32466242,861.64,0.9334,Single Spike,25.0
25,-0.11529607,-3.717893,-3.724810,0.15583673,0.29154384,906.74,0.4961,Single Spike,25.0
26,0.04731850,-3.885230,-3.859221,0.14332865,0.27884853,877.05,0.9911,Single Spike,25.0
27,-0.20245124,-3.861247,-3.775795,0.14505775,0.28614062,850.59,-0.2508,Single Spike,25.0
28,0.06891384,-3.747744,-3.888353,0.15352805,0.26245826,899.37,0.8687,Single Spike,25.0
29,-0.10717770,-3.785957,-3.981260,0.15062250,0.23716372,913.94,0.5772,Single Spike,25.0
30,-0.07890632,-3.838015,-4.068336,0.14675254,0.22069873,908.20,0.8216,Single Spike,25.0
31,0.01464120,-3.926716,-4.223403,0.14038619,0.20123889,731.81,1.3663,Single Spike,25.0
32,-0.10025073,-3.920062,-4.279546,0.14085403,0.20199068,903.05,0.6267,Single Spike,25.0
33,0.11407012,-3.748505,-4.318874,0.15346967,0.21580675,894.61,0.4884,Single Spike,25.0
34,-0.14404501,-3.677682,-4.273811,0.15900157,0.23101613,878.15,0.1974,Single Spike,25.0
35,-0.05640633,-3.845474,-4.352315,0.14620624,0.24342009,897.96,1.0696,Single Spike,25.0
36,0.01507643,-4.058759,-4.471870,0.13141705,0.24162148,744.40,1.4733,Single Spike,25.0
37,-0.01101403,-4.028237,-4.615185,0.13343796,0.23068932,687.81,1.5836,Single Spike,25.0
38,0.02011951,-3.861370,-4.751333,0.14504878,0.22639842,825.34,1.5442,Single Spike,25.0
39,-0.40870371,-3.712757,-3.381023,0.15623741,0.30924749,649.38,-1.4379,Single Spike,25.0
40,-0.14176080,-3.845756,-3.316350,0.14618565,0.31922925,906.26,0.2742,Single Spike,25.0
41,0.10664371,-3.895523,-3.450802,0.14259292,0.31747085,904.22,0.4960,Single Spike,25.0
42,0.00159013,-3.942733,-3.616904,0.13926643,0.29176778,242.36,1.3016,Single Spike,25.0
43,0.08574275,-3.930373,-3.718341,0.14012977,0.30305204,890.13,0.6748,Single Spike,25.0
44,0.10535786,-3.975098,-3.810247,0.13703087,0.29829949,901.54,0.5703,Single Spike,25.0
45,-0.00384936,-4.021749,-3.962084,0.13387159,0.28715178,371.18,1.4052,Single Spike,25.0
46,-0.31151471,-3.888723,-3.648390,0.14307854,0.30634055,677.93,-1.1245,Single Spike,25.0
47,-0.28336662,-3.884755,-3.455940,0.14336270,0.34250766,786.94,-0.7277,Single Spike,25.0
48,-0.05491867,-3.469752,-3.599746,0.17642210,0.30672544,867.57,0.8334,Single Spike,25.0
49,-0.04277527,-3.502998,-3.753042,0.17351362,0.32746780,834.87,0.9499,Single Spike,25.0
50,-0.19343565,-3.539294,-3.684993,0.17039317,0.30271035,882.99,-0.1114,Single Spike,25.0
51,-0.20957862,-3.483850,-3.655484,0.17518285,0.29234880,870.55,-0.2119,Single Spike,25.0
52,0.06168649,-3.463314,-3.771937,0.17699087,0.27555412,906.48,0.8892,Single Spike,25.0
53,0.28214359,-3.675205,-3.618187,0.15919869,0.29907319,774.00,-0.8061,Single Spike,25.0
54,-0.03579086,-3.974776,-3.770671,0.13705292,0.29912782,843.19,1.0206,Single Spike,25.0
55,0.13530065,-4.016543,-3.806765,0.13422045,0.28717875,900.03,0.3407,Single Spike,25.0
56,0.07514116,-4.130004,-3.895688,0.12681805,0.28920272,904.38,0.8186,Single Spike,25.0
57,0.11664257,-4.028775,-3.923192,0.13340211,0.24152467,905.33,0.4931,Single Spike,25.0
58,0.02375889,-4.198429,-4.085148,0.12255268,0.24524395,785.85,1.2434,Single Spike,25.0
59,-0.07772342,-4.116623,-4.194499,0.12766933,0.22622633,904.08,0.8470,Single Spike,25.0
60,-0.09194382,-4.487768,-4.253508,0.10604581,0.23134248,894.33,0.7138,Single Spike,25.0
